,ID,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Year
3514,27842,FPQ-13816,SCMS-231310,ASN-25464,Uganda,PMO - US,Direct Drop,EXW,Air,2/27/2014,2014-03-20,13-May-14,13-May-14,13-May-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,2481,79392.0,32.0,1.6,"Trinity Biotech, Plc",Yes,780,5024.15,81.61,2014
3516,27881,FPQ-6795,SCMS-103291,ASN-11005,Tanzania,PMO - US,Direct Drop,FCA,Air,1/27/2011,2011-04-14,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,30,6357,116587.38,18.34,0.61,Bristol-Myers Squibb Anagni IT,Yes,1272,10816.49,192.37,2011
3518,27938,FPQ-8315,SCMS-120581,ASN-12827,Zambia,PMO - US,Direct Drop,EXW,Air,8/31/2011,2011-09-19,30-Nov-11,30-Nov-11,30-Nov-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,5920,189440.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1896,25136.39,312.58,2011
3519,27942,FPQ-11074,SCMS-171780,ASN-17959,Angola,PMO - US,Direct Drop,FCA,Air,12/7/2012,2013-01-03,25-Apr-13,25-Apr-13,25-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,480,14793.6,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,492,4281.43,18.3,2013
3523,28031,FPQ-5066,SCMS-65040,ASN-6209,Vietnam,PMO - US,Direct Drop,EXW,Air,2/10/2010,2010-02-10,30-Mar-10,30-Mar-10,30-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,84,1092.0,13.0,0.43,"Aurobindo Unit III, India",Yes,6,363.96,2.35,2010
3524,28039,FPQ-10268,SCMS-154460,ASN-16986,Guyana,PMO - US,Direct Drop,FCA,Air,7/16/2012,2012-07-30,18-Jan-13,18-Jan-13,18-Jan-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,21,1277.22,60.82,0.2,ABBVIE (Abbott) Logis. UK,Yes,52,1097.08,1.79,2012
3529,28181,FPQ-7175,SCMS-103880,ASN-11458,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,3-Nov-11,3-Nov-11,3-Nov-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,356876,867208.68,2.43,0.04,"Strides, Bangalore, India.",Yes,16391,20258.29,1430.89,2011
3530,28190,FPQ-7175,SCMS-103350,ASN-11471,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-24,5-Sep-11,5-Sep-11,5-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,100000,730000.0,7.3,0.12,"Aurobindo Unit III, India",Yes,5177,10405.58,1204.5,2011
3532,28204,FPQ-5648,SCMS-75980,ASN-8698,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/2010,2010-06-17,20-Dec-10,20-Dec-10,20-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,88289,610076.99,6.91,0.23,"Aurobindo Unit III, India",Yes,7540,5460.48,1315.33,2010
3533,28210,FPQ-10394,SCMS-156500,ASN-16217,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/2012,2012-08-09,9-Oct-12,9-Oct-12,9-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,64980,214434.0,3.3,0.11,"Aurobindo Unit III, India",Yes,5578,18826.62,300.64,2012
3534,28230,FPQ-4738,SCMS-62180,ASN-6178,Mozambique,PMO - US,Direct Drop,EXW,Air,12/10/2009,2010-01-05,17-Mar-10,17-Mar-10,17-Mar-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,100,5200,364000.0,70.0,0.7,Inverness Japan,Yes,1179,14110.84,784.78,2010
3536,28240,FPQ-6488,SCMS-90630,ASN-9386,Zimbabwe,PMO - US,Direct Drop,FCA,Air,10/26/2010,2010-11-10,17-Mar-11,17-Mar-11,17-Mar-11,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,300,2166,78322.56,36.16,0.12,ABBVIE (Abbott) Logis. UK,Yes,2480,18756.25,168.86,2010
3537,28241,FPQ-12051,SCMS-188581,ASN-21551,Vietnam,PMO - US,Direct Drop,FCA,Air,5/3/2013,2013-08-27,7-Oct-13,7-Oct-13,7-Oct-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,8566,520984.12,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,2042,6969.82,644.46,2013
3538,28262,FPQ-7175,SCMS-103840,ASN-10874,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,48000,310560.0,6.47,0.22,"Cipla, Goa, India",Yes,3247,7180.16,512.42,2011
3539,28265,FPQ-11512,SCMS-176910,ASN-19033,Burundi,PMO - US,Direct Drop,EXW,Air,1/29/2013,2013-02-14,3-May-13,3-May-13,3-May-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,1560,124800.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,676,14189.02,154.38,2013
3541,28282,FPQ-16210,SCMS-289290,ASN-33318,Cameroon,PMO - US,Direct Drop,FCA,Air,4/28/2015,2015-05-29,22-Jul-15,22-Jul-15,22-Jul-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,60,8800,52272.0,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,1485,10334.23,61.52,2015
3543,28306,FPQ-11754,SCMS-181401,ASN-20649,South Sudan,PMO - US,Direct Drop,EXW,Air,2/22/2013,2013-04-01,13-Sep-13,13-Sep-13,13-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,90,8010.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,39,1405.56,9.91,2013
3545,28318,FPQ-11295,SCMS-172500,ASN-18884,Dominican Republic,PMO - US,Direct Drop,EXW,Air,12/17/2012,2013-01-15,1-Apr-13,1-Apr-13,1-Apr-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,1775,163300.0,92.0,0.92,"Alere Medical Co., Ltd.",Yes,791,12643.47,202.0,2013
3546,28322,FPQ-12540,SCMS-198770,ASN-21559,Tanzania,PMO - US,Direct Drop,EXW,Air,7/3/2013,2013-07-16,4-Oct-13,4-Oct-13,4-Oct-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,60,150000,1215000.0,8.1,0.13,"Cipla, Goa, India",Yes,21674,90677.04,1502.96,2013
3547,28331,FPQ-9100,SCMS-133470,ASN-13946,Kenya,PMO - US,Direct Drop,EXW,Air,1/9/2012,2012-02-01,22-Mar-12,22-Mar-12,22-Mar-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,7018,624602.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,2305,24428.55,875.69,2012
3549,28335,FPQ-4250,SCMS-55902,ASN-5660,Kenya,PMO - US,Direct Drop,EXW,Air,9/16/2009,2009-10-23,18-Jan-10,18-Jan-10,18-Jan-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,3750,300000.0,80.0,0.8,Inverness Japan,Yes,1065,10075.76,588.0,2009
3550,28418,FPQ-10394,SCMS-156500,ASN-16219,Tanzania,PMO - US,Direct Drop,EXW,Air,7/26/2012,2012-08-09,9-Oct-12,12-Oct-12,12-Oct-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,25741,84945.3,3.3,0.11,"Aurobindo Unit III, India",Yes,2210,9452.02,119.09,2012
3552,28471,FPQ-10349,SCMS-155320,ASN-16928,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/2012,2012-08-13,6-Nov-12,9-Nov-12,9-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2835,252315.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1352,31284.02,353.75,2012
3553,28493,FPQ-4949,SCMS-65000,ASN-6271,Nigeria,PMO - US,Direct Drop,FCA,Air,1/25/2010,2010-02-10,15-Mar-10,15-Mar-10,15-Mar-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,336,194,7441.84,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,390,2818.79,16.04,2010
3555,28515,FPQ-6262,SCMS-83790,ASN-9179,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-24,6-Jan-11,31-Jan-11,31-Jan-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,240,14065,29817.8,2.12,0.01,"Aurobindo Unit III, India",Yes,6196,1220.84,64.29,2010
3556,28532,FPQ-7270,SCMS-103140,ASN-11114,Mozambique,PMO - US,Direct Drop,EXW,Air,3/4/2011,2011-03-30,12-Jul-11,12-Jul-11,12-Jul-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,100,2769,215151.3,77.7,0.78,Inverness Japan,Yes,628,7580.09,355.0,2011
3558,28542,FPQ-6262,SCMS-83770,ASN-9945,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/2010,2010-09-24,7-Apr-11,26-Apr-11,26-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,60,17470,128055.1,7.33,0.12,"Aurobindo Unit III, India",Yes,7765,4835.17,276.09,2010
3559,28544,FPQ-15040,SCMS-263650,ASN-30556,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/2014,2014-12-08,26-Mar-15,26-Mar-15,26-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,60,5700,36993.0,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,498,1477.34,38.03,2014
3560,28545,FPQ-4207,SCMS-41860,ASN-5606,Botswana,PMO - US,Direct Drop,EXW,Air,3/10/2009,2009-03-25,5-Feb-10,5-Feb-10,5-Feb-10,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48,1716.47,13.72,2009
3561,28553,FPQ-7175,SCMS-103880,ASN-11459,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-03-28,3-Nov-11,3-Nov-11,3-Nov-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,158124,384241.32,2.43,0.04,"Strides, Bangalore, India.",Yes,7467,20258.28,634.0,2011
3562,28566,FPQ-12180,SCMS-190740,ASN-20353,Zambia,PMO - US,Direct Drop,EXW,Air,5/14/2013,2013-05-22,23-Aug-13,23-Aug-13,23-Aug-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,2730,218400.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1184,17657.02,270.16,2013
3563,28577,FPQ-6203,SCMS-82760,ASN-8626,Tanzania,PMO - US,Direct Drop,EXW,Air,8/18/2010,2010-08-25,6-Dec-10,6-Dec-10,6-Dec-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,30,53149,1057665.1,19.9,0.66,Mylan (formerly Matrix) Nashik,Yes,5808,28514.49,2280.33,2010
3565,28601,FPQ-13494,SCMS-225424,ASN-30187,Haiti,PMO - US,Direct Drop,EXW,Air,1/21/2014,2014-02-19,20-Feb-15,20-Feb-15,23-Feb-15,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,1,400,9800.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,253,3087.68,10.07,2014
3566,28617,FPQ-8209,SCMS-124120,ASN-12957,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/11/2011,2011-10-05,14-Dec-11,14-Dec-11,14-Dec-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,1384,110720.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,661,13740.74,182.69,2011
3567,28656,FPQ-5600,SCMS-72750,ASN-6942,Guyana,PMO - US,Direct Drop,EXW,Air,4/28/2010,2010-05-05,31-May-10,31-May-10,31-May-10,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,120,691,25567.0,37.0,0.31,Cipla Ltd A-42 MIDC Mahar. IN,Yes,191,1703.62,55.12,2010
3568,28664,FPQ-7054,SCMS-98420,ASN-10816,Mozambique,PMO - US,Direct Drop,FCA,Air,1/21/2011,2011-02-08,24-May-11,24-May-11,24-May-11,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,270,420,43478.98,103.52,0.38,Roche Basel,Yes,446,5017.18,71.74,2011
3569,28673,FPQ-7175,SCMS-123590,ASN-13166,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,2011-09-30,16-Jan-12,23-Jan-12,23-Jan-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,30,119251,508009.26,4.26,0.14,"Aurobindo Unit III, India",Yes,9461,7292.27,838.22,2011
3570,28676,FPQ-12235,SCMS-190760,ASN-20054,Guyana,PMO - US,Direct Drop,EXW,Air,5/6/2013,2013-05-22,1-Jul-13,1-Jul-13,1-Jul-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,3140,100480.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1024,10304.62,124.29,2013
3573,28703,FPQ-6132,SCMS-82710,ASN-8226,Mozambique,PMO - US,Direct Drop,EXW,Air,8/12/2010,2010-08-23,30-Nov-10,30-Nov-10,30-Nov-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,4445,142240.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1112,18669.96,306.67,2010
3575,28773,FPQ-7040,SCMS-98580,ASN-10062,Haiti,PMO - US,Direct Drop,FCA,Air,1/14/2011,2011-02-02,6-Apr-11,6-Apr-11,6-Apr-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,100,2000,195360.0,97.68,0.98,Inverness Japan,Yes,453,7030.94,322.34,2011
3576,28777,FPQ-13494,SCMS-225423,ASN-28600,Haiti,PMO - US,Direct Drop,EXW,Air,1/21/2014,2014-02-19,3-Nov-14,3-Nov-14,19-Nov-14,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,1,400,9800.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,253,3145.85,10.07,2014
3577,28778,FPQ-11570,SCMS-181170,ASN-19516,Zambia,PMO - US,Direct Drop,EXW,Air,2/13/2013,2013-03-14,11-Jul-13,11-Jul-13,11-Jul-13,ARV,Pediatric,CIPLA LIMITED,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60,40000,240000.0,6.0,0.1,"Cipla, Patalganga, India",Yes,3533,20188.13,296.88,2013
3578,28802,FPQ-4716,SCMS-59510,ASN-5721,Ethiopia,PMO - US,Direct Drop,EXW,Air,12/9/2009,2009-12-10,24-Dec-09,24-Dec-09,24-Dec-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,15000,35700.0,2.38,0.04,"Aurobindo Unit III, India",Yes,780,2949.1,76.97,2009
3579,28825,FPQ-3859,SCMS-48851,ASN-4860,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/2009,2009-07-16,8-Sep-09,8-Sep-09,8-Sep-09,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,12000,37080.0,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,708,3891.2,72.68,2009
3580,28838,FPQ-5648,SCMS-75560,ASN-8147,South Africa,PMO - US,Direct Drop,DDP,Ocean,6/2/2010,2010-06-17,4-Nov-10,4-Nov-10,4-Nov-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,150000,373500.0,2.49,0.04,"Strides, Bangalore, India.",Yes,7670,8256.97,805.27,2010
3583,28888,FPQ-13391,SCMS-221931,ASN-24573,Mali,PMO - US,Direct Drop,EXW,Air,12/16/2013,2014-01-22,25-Mar-14,25-Mar-14,28-Mar-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb II BiSpot EIA Kit, 36 Tests","HIV 1/2, ImmunoComb II BiSpot EIA Kit",ImmunoComb,36,58,4930.0,85.0,2.36,"Alere Medical Co., Ltd.",Yes,23,1148.65,5.07,2014
3584,28908,FPQ-5303,SCMS-68981,ASN-8441,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,2010-03-19,8-Dec-10,8-Dec-10,8-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,60,26369,76997.48,2.92,0.05,"Aurobindo Unit III, India",Yes,3110,5159.33,166.01,2010
3585,28913,FPQ-13122,SCMS-212360,ASN-23076,Uganda,PMO - US,Direct Drop,EXW,Air,10/16/2013,2013-10-30,15-Jan-14,15-Jan-14,15-Jan-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,30,6000,120000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,811,4139.95,123.36,2013
3586,28918,FPQ-8116,SCMS-118350,ASN-14302,Mozambique,PMO - US,Direct Drop,EXW,Air,8/4/2011,2012-03-19,25-May-12,25-May-12,25-May-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,20,7500,240000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2451,35569.75,396.0,2012
3587,28923,FPQ-11141,SCMS-173470,ASN-19519,Uganda,PMO - US,Direct Drop,EXW,Air,12/13/2012,2013-02-04,24-May-13,24-May-13,24-May-13,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir 300mg, capsules, 30 Caps",Atazanavir,Generic,30,132,2640.0,20.0,0.67,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,12,1025.37,3.27,2013
3588,28928,FPQ-5648,SCMS-75510,ASN-8300,South Africa,PMO - US,Direct Drop,DDP,Air,6/2/2010,2010-06-17,25-Nov-10,25-Nov-10,25-Nov-10,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,30,40319,278604.29,6.91,0.23,"Aurobindo Unit III, India",Yes,3545,5953.38,600.67,2010
3590,28992,FPQ-10752,SCMS-162520,ASN-17004,Rwanda,PMO - US,Direct Drop,EXW,Air,10/3/2012,2012-10-16,29-Nov-12,29-Nov-12,29-Nov-12,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,1680,33600.0,20.0,0.67,"Aurobindo Unit III, India",Yes,131,2004.44,47.11,2012
3591,28996,FPQ-15746,SCMS-276460,ASN-31199,Afghanistan,PMO - US,Direct Drop,EXW,Air,1/20/2015,2015-02-12,18-Aug-15,18-Aug-15,18-Aug-15,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,1000,26,936.0,36.0,0.04,"Micro Labs, Hosur, India",Yes,21,525.56,1.1,2015
3592,28998,FPQ-11418,SCMS-176140,ASN-19490,Vietnam,PMO - US,Direct Drop,FCA,Air,1/29/2013,2013-02-11,3-Jun-13,3-Jun-13,3-Jun-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,120,3885,236285.7,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,930,8303.48,292.29,2013
3593,29020,FPQ-6615,SCMS-93370,ASN-9923,Dominican Republic,PMO - US,Direct Drop,EXW,Air,11/10/2010,2010-12-01,8-Mar-11,8-Mar-11,8-Mar-11,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,30,5100,66300.0,13.0,0.43,"Aurobindo Unit III, India",Yes,319,3026.24,109.4,2010
3594,29036,FPQ-5772,SCMS-79750,ASN-7957,Uganda,PMO - US,Direct Drop,CIP,Air,6/25/2010,2010-07-20,7-Sep-10,7-Sep-10,7-Sep-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,60,63,5764.5,91.5,1.52,"MSD, Haarlem, NL",Yes,7,360.0,12.43,2010
3595,29043,FPQ-14083,SCMS-240202,ASN-28245,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/11/2014,2014-07-31,17-Nov-14,17-Nov-14,17-Nov-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,60,2550,5074.5,1.99,0.03,"Mylan,  H-12 & H-13, India",Yes,199,5215.49,5.22,2014
3596,29061,FPQ-8261,SCMS-120452,ASN-13273,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/2011,2011-09-14,3-Feb-12,3-Feb-12,3-Feb-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,100,70,6230.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,33,1255.77,10.28,2011
3597,29071,FPQ-9577,SCMS-149040,ASN-16178,Vietnam,PMO - US,Direct Drop,EXW,Air,4/11/2012,2012-06-08,12-Oct-12,12-Oct-12,12-Oct-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,60,17240,131886.0,7.65,0.13,Hetero Unit III Hyderabad IN,Yes,1496,2480.22,184.9,2012
3599,29125,FPQ-6185,SCMS-84410,ASN-9123,Rwanda,PMO - US,Direct Drop,CIP,Air,9/3/2010,2010-09-27,23-Dec-10,23-Dec-10,23-Dec-10,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,120,7634,261846.2,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,2386,1398.0,564.54,2010
3600,29133,FPQ-12477,SCMS-198730,ASN-21532,Uganda,PMO - US,Direct Drop,EXW,Air,7/8/2013,2013-07-24,14-Sep-13,14-Sep-13,14-Sep-13,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,60,45359,83914.15,1.85,0.03,Hetero Unit III Hyderabad IN,Yes,2773,8723.46,103.8,2013
